gene_id	colors
IPO11 /// LRRC70	blue
SMURF2	brown
TLE2	yellow
SPRED1	turquoise
P4HB	brown
PSMB10	cyan
MON1A	brown
LOC728392	blue
LOC101927451	red
PCSK5	brown
PTGR2	turquoise
DDX26B	grey
FAM188A	turquoise
PLCB3	brown
PIGA	turquoise
TNFRSF10C	blue
CD3E	purple
C6orf136	black
ADH4	brown
LOC101060400	yellow
B4GALNT2	yellow
SH3RF3	blue
RHOBTB2	black
CRAT	brown
MRPL44	turquoise
TMEM55A	blue
ZNF559	blue
GPD1L	yellow
GNL2	turquoise
ADORA2A /// SPECC1L-ADORA2A	blue
SLC38A6	turquoise
FA2H	green
ARHGEF34P /// OR2A4 /// OR2A7	greenyellow
APLNR	blue
ERLIN1	turquoise
SAMHD1	cyan
EIF4A1 /// SNORA48 /// SNORA67 /// SNORD10	red
SCT	tan
HNRNPL	turquoise
AMD1	turquoise
FLVCR2	brown
NAP1L1	purple
VWF	blue
GSTM3	brown
CD1C	purple
PUS10	brown
CFP	blue
IGLC1 /// IGLV9-49 /// IGLV9-49	blue
KDELC2	turquoise
CIB2	brown
FGF13	blue
LILRA2	blue
LINC00969	red
DPYSL3	blue
KIF14	turquoise
FLJ23867 /// QSOX1	yellow
PGRMC2	brown
CPB1	grey
LAMB3	grey
MFHAS1	yellow
AC083949.1	lightcyan
RP11-1260E13.2	magenta
NCAPG	turquoise
OTUD6B	turquoise
LOC100505812	blue
NPDC1	yellow
HIST1H2BD	yellow
LOC101930405	salmon
ABHD15	brown
TGM2	cyan
INSIG1	grey
ACOT1 /// ACOT2	magenta
TRIM15	grey
RALB	green
RFTN1	purple
RASD2	yellow
NOSTRIN	turquoise
CD53	purple
CDH11	blue
EGF	yellow
ICAM3	blue
KCNE3	green
THRB	yellow
HPGDS	grey
HECTD3	brown
TSHZ3	blue
PLEKHO2	blue
SLAMF1	blue
TIPARP	yellow
ACBD4	brown
RP11-116O18.1	brown
SLC16A5	brown
TSHZ1	magenta
WASF3	blue
STXBP1	turquoise
TBX3	brown
ADA	blue
SRFBP1	turquoise
PSMD3	turquoise
RNF138	turquoise
ESAM	blue
TRMT11	midnightblue
DYNLT3	green
NOL12 /// TRIOBP	yellow
TK1	turquoise
LPAR3	yellow
SUZ12 /// SUZ12P1	red
PRO2852	blue
ITGB3BP	turquoise
LINC00094	salmon
DSC2	turquoise
SLC1A7	brown
CXCL16	brown
CTH	turquoise
CMSS1	turquoise
ITGA6	turquoise
MIF	turquoise
TXN	turquoise
TAP1	cyan
TIMM21	turquoise
PDGFC	brown
NUBPL	turquoise
MAMDC2	blue
PIWIL2	brown
STIP1	turquoise
SMS	turquoise
DDX21	turquoise
NFKBIZ	green
LRRC10B	black
PRMT3	turquoise
KIAA2013 /// LOC102724984	brown
ARFGAP3	turquoise
C9orf64	brown
DUSP1	turquoise
TBX10	tan
MPDZ	blue
TMEM54	yellow
PLEC	green
VSIG10	magenta
CENPW	turquoise
AOAH	blue
STRIP2	green
ZNF532	blue
ODAM	grey
SOX7	blue
DANCR	turquoise
AP1S2	blue
SLC31A2	brown
HDHD1	magenta
AKIP1 /// NUAK2	brown
BATF3	blue
ARL4C	blue
RP11-503C24.6	black
MYOCD	blue
ADAMTS2	blue
HDAC1	turquoise
KL	blue
HDGFRP3	blue
GNL3 /// SNORD19B	turquoise
DMKN	salmon
SGK2	magenta
CASP7	turquoise
TMPRSS4	yellow
CTD-3092A11.2	turquoise
RAB27B	green
HMMR	turquoise
RASL12	blue
PADI2	yellow
ANO10	brown
RACGAP1	turquoise
TSPAN11	blue
ENTPD3	yellow
ABCC6 /// ABCC6P1 /// ABCC6P2 /// LOC101930322	magenta
TIMP4	blue
LOC389332	black
ZNF468	turquoise
TP53INP2	yellow
COG3	turquoise
SPIN2A /// SPIN2B	yellow
AAED1	blue
AIF1	blue
MST4	turquoise
ZNF702P	yellow
YKT6	turquoise
CATSPERB	green
CTSD	black
RPA3OS	midnightblue
S100A11	green
LOC100272216	red
DEPDC1B	turquoise
SLC25A33	yellow
SLC41A2	brown
PTGER2	turquoise
CD180	purple
NT5E	grey
SYTL2	yellow
PLSCR1	turquoise
PAPLN	blue
AIG1	brown
ARFIP1	turquoise
IGHD	salmon
EP300-AS1	grey
LOC100294341 /// LOC101929774	grey
SLC39A8	turquoise
SNHG1 /// SNORD22 /// SNORD25 /// SNORD26 /// SNORD27 /// SNORD28 /// SNORD29 /// SNORD30 /// SNORD31	turquoise
CTNNAL1	blue
DNASE1	brown
SH2B2	red
ITFG3	brown
ANKRD20A5P /// ANKRD20A5P	grey
CAMSAP2	blue
PROM1	yellow
ADI1	brown
STEAP3	turquoise
SLC35D1	turquoise
CLIC5	greenyellow
YEATS4	turquoise
TMEM100	blue
PCSK9	yellow
LOC102723864	brown
FBLN1	blue
MAT2A	turquoise
TPD52L1	turquoise
RIPK4	brown
BSPRY	yellow
ATP2A3	yellow
RFC4	turquoise
TMEM141	yellow
LOC286052	brown
SLC43A3	blue
TOM1L1	brown
B4GALT5	turquoise
HSPA4L	turquoise
PPP1R16B	purple
ARL13B	blue
SYTL5	green
LSM2	turquoise
C9orf24	brown
RAB29	brown
ECHDC1	yellow
ME2	brown
ATOX1	brown
CPQ	brown
F5	blue
ITGB2-AS1	purple
PPP1R14A	blue
SEC23A	brown
NTAN1	yellow
GALM	magenta
JUNB	green
LOC100288152	grey
RRP15	turquoise
SLC6A10P /// SLC6A10PB /// SLC6A8	grey60
STARD4	cyan
TPSG1	black
LGALS9	yellow
QSOX1	green
DNAJB9	turquoise
RPP40	turquoise
MELK	turquoise
ITGAV	blue
WDR78	yellow
RPN1	turquoise
SLC22A18AS	yellow
AFAP1-AS1	blue
MARCKSL1	yellow
LILRB1	blue
ILF2	turquoise
EPHB1	grey
EIF2S3	turquoise
LINC01003	yellow
RBM47	turquoise
TSPAN4	blue
IL17RB	brown
SNX16	turquoise
PLXNC1	blue
FRG1B	red
ANO1	yellow
LOC101927809	brown
ACVR1	green
RGL1	blue
GNA13	turquoise
FUT8	grey
KBTBD8	purple
USP30-AS1	turquoise
PTPRH	black
LYPD5	yellow
FDPS	turquoise
KIF4A	turquoise
SNX30	yellow
LOC100507642	brown
HOOK2	brown
USP38	turquoise
YPEL3	black
DENND5B	brown
TNFAIP2	blue
LOC100996668 /// ZEB1	blue
SMPD3	brown
SULT2B1	brown
NUTF2 /// NUTF2P4	turquoise
RRM1	turquoise
ORM1	blue
TDP2	magenta
EVA1A	blue
MMP19	blue
AKR1C2 /// LOC101930400	brown
ATP13A3	turquoise
ADRB2	blue
AJ420595 /// GOPC	red
CDX2	magenta
ENPP4	turquoise
HADHB	brown
KIF15	turquoise
PPIL1	turquoise
RPL22L1	turquoise
JPH1	yellow
PLXDC2	brown
ZYX	blue
EFCAB7	turquoise
APOL6	cyan
SERPINB5	blue
BCL2L15	greenyellow
HIST2H2AA3 /// HIST2H2AA4	turquoise
C4orf19	yellow
CNNM3	brown
FBXO16 /// ZNF395	red
REPS2	yellow
MARCH1	purple
NME5	grey
PSD3	magenta
NGEF	brown
CEP170 /// CEP170P1	blue
RDX	blue
BTLA	purple
AC024560.2	pink
SEMG1	green
PVRIG	purple
ZBTB7C	yellow
PPIL4	turquoise
ABCA1	green
NUDT6	yellow
HIST2H2BE	turquoise
SAR1B	brown
IMPA1	greenyellow
RAB24	blue
HOXB5	yellow
MIR612 /// NEAT1	grey
PRKAB1	yellow
PKP3	turquoise
KCNG2	tan
GTF2F2	turquoise
PCED1B	purple
SMIM3	blue
PNPLA6	brown
CLC	brown
OSTF1	turquoise
TMA16	turquoise
RIPK2	blue
TST	yellow
TAPT1-AS1	red
RBP4	brown
CDCA7L	yellow
DKK4	brown
DUSP10	blue
OR7E14P	turquoise
NR4A3	blue
CR1	purple
KDM1B	yellow
GRAMD1B	brown
DHRS7	brown
ARHGEF26	brown
MLXIPL	brown
OAS2	turquoise
HADH	magenta
C1orf112	turquoise
MAGOH /// MAGOHB	turquoise
LOC101927458 /// LPHN2	blue
FAM110C	greenyellow
GNA14	yellow
ANKRD46	brown
NT5C3A	turquoise
CCDC28A	brown
IPW /// LOC101930404 /// PWARSN /// SNORD107 /// SNORD115-13 /// SNORD115-26 /// SNORD115-7 /// SNORD116-22 /// SNORD116-28 /// SNORD116-4	purple
UBLCP1	green
TCEAL8	turquoise
AC010524.4	pink
LTK	brown
ACOX1	brown
ANKRD20A1 /// ANKRD20A2 /// ANKRD20A3 /// ANKRD20A4	red
NTHL1	yellow
NMUR2	pink
USP18	cyan
ANKRD10-IT1	red
CXCL2	green
SLC16A7	brown
CDH13	blue
CCDC68	greenyellow
F13A1	blue
PRKCZ	brown
RP11-391M1.4	turquoise
KLF3	turquoise
RUVBL1	turquoise
TEAD4	brown
MYB	yellow
RP4-781L3.1	blue
CTSC	green
NVL	yellow
KCNK6	green
ARHGAP15 /// LOC101928361	purple
SEPT1	purple
TSPO	yellow
DYSF	blue
PHGR1	brown
GIMAP8	blue
ISG20	green
ATL1	greenyellow
TSPAN5	blue
SHPRH	turquoise
PIGN	yellow
MARS2	turquoise
QKI	blue
THOP1	brown
LOC101929864 /// SLX1A /// SLX1B	brown
CD247	brown
RBP5	blue
MAML2	yellow
TMX1	turquoise
NAGK	blue
CHAD	black
ECI2	magenta
SLC38A2	green
PCDHB14	blue
CENPE	turquoise
SMC2	turquoise
FAM89A /// MIR1182	blue
LOXL1-AS1	blue
SOCS6	midnightblue
ATHL1	brown
MIR7703 /// PSME2	cyan
RECQL	blue
MUC13	green
FEN1	turquoise
CRELD2	turquoise
BORA	turquoise
PRKAA2	yellow
TAF1A	turquoise
BIN2	blue
FRK	greenyellow
MIR7110 /// PDIA5	blue
BIRC5 /// EPR-1	grey
CASC5	brown
TNFSF13	yellow
RRN3 /// RRN3P1 /// RRN3P2	turquoise
SLC44A5	yellow
SKA2	turquoise
SLC15A3	blue
FLJ32255	blue
CCZ1B	brown
IRF7	blue
NEK2	turquoise
BRE-AS1	blue
ZBTB8A	yellow
XRCC2	red
DOCK8	purple
STAP2	black
PLCXD1	yellow
ERVH-4	pink
VLDLR	grey
PTPRF	magenta
ID2 /// ID2B	red
SRD5A1	brown
ANKRD9	brown
SEMA4B	green
TAPBPL	turquoise
RASEF	yellow
HIST1H2BH	turquoise
PROSER2	yellow
PUS7	turquoise
CACNA2D3	blue
LOC101929072 /// LOC285835	brown
LOC101928100	yellow
ANP32E	turquoise
OAS1	turquoise
NAAA	black
CTPS1	turquoise
BOLA2 /// SMG1P2 /// SMG1P5	yellow
CLCN2	yellow
LYSMD2	blue
GOLGA6L4 /// GOLGA6L5P /// GOLGA6L9 /// LOC102724093	lightcyan
FAM84A	yellow
C2orf82	yellow
NNMT	blue
TNFSF12-TNFSF13 /// TNFSF13	yellow
GINS1	turquoise
NOC3L	turquoise
NDRG2	turquoise
N4BP2L2 /// U50535	lightcyan
GRHL1	blue
ACADSB	turquoise
RPE /// RPEL1	turquoise
THAP10	yellow
LOC100288778 /// LOC101930154 /// MIR6859-1 /// MIR6859-2 /// WASH1 /// WASH2P /// WASH3P /// WASH7P	red
FBXO5	turquoise
GREM2	blue
HNRNPA3 /// HNRNPA3P1	turquoise
POF1B	turquoise
KIAA1324L	yellow
PDK2	brown
RTP4	cyan
VPS37B	yellow
DIP2C	brown
PTGDR	yellow
IFITM1	turquoise
RNF166	blue
CAB39	turquoise
CKAP2L	turquoise
TDG	turquoise
TAF1D	turquoise
H2BFS	turquoise
NSUN6	red
NUCB2	turquoise
MYH10	blue
FAM118A	yellow
ALDOA	turquoise
PLBD1	green
FKBP11	blue
ANXA7	turquoise
LINC00969 /// SDHAP1 /// SDHAP2	red
SNHG19	lightcyan
MSANTD3	blue
PPP1R1B	yellow
ATOH1	turquoise
FAR1	turquoise
GHDC	black
PEX6	black
ADAT3 /// SCAMP4	brown
MADCAM1	grey
PLGLB1 /// PLGLB2	lightcyan
HDHD3	black
AF289551	magenta
GRIN3A	yellow
CYTL1	blue
VANGL1	yellow
BID	blue
ISL1	grey
SEMA6A	black
SLC20A1	grey
ME1	green
AGPAT1	black
KLF2	blue
LOC101060604 /// LOC101929910 /// LOC102725125 /// LOC613037 /// NPIPA5 /// NPIPB3 /// NPIPB4 /// NPIPB5 /// SLC7A5P1 /// SMG1P1 /// SMG1P3	red
ABHD17C	turquoise
HSBP1L1	yellow
KIF20A	turquoise
ITPR1	purple
HS6ST2	green
LOC100190986	red
FKBP1B /// MFSD2B	greenyellow
CYBB	blue
ADH1A	brown
LOC100507577 /// LONP2 /// SIAH1	grey
VPS13A	brown
CITED2	brown
BTN3A2 /// BTN3A3	cyan
TFAP2C	blue
ESYT2	turquoise
STOM	turquoise
CHKB-CPT1B /// CPT1B	red
EMP2	yellow
YPEL2	yellow
LOC728061	red
LOC254896 /// TNFRSF10C	blue
AATK	black
RPL27A	grey
KLK1	yellow
MAD1L1	blue
MSMO1	grey
TPX2	turquoise
MAP4K3	midnightblue
PDIA4	turquoise
SRM	blue
FNBP1	purple
PTAFR	blue
LPIN2	greenyellow
ANO5	grey
NFKBIE	blue
C1orf116	brown
CD109	blue
ATP10B	yellow
DGKA	brown
LOC439911	brown
IL22RA1	black
LAMA1	grey
DNTTIP1	turquoise
TP53TG1	black
PRSS8	grey60
SLC25A32	turquoise
LIG4	turquoise
LOC101929886 /// PGM5-AS1	red
PDK1	salmon
DDAH2	yellow
HEATR3	turquoise
RBPMS	blue
NDC1	turquoise
TNFSF9	blue
C6orf141	green
OXGR1	turquoise
SEH1L	turquoise
RUNX3	purple
SNAP23	midnightblue
AHRR	grey
SLCO2B1	brown
IPCEF1	blue
POC1B	turquoise
TSPAN12	greenyellow
SLC19A3	brown
OSBPL6	brown
CLIP2	grey
TLE3	brown
MIR6840 /// PILRB /// STAG3L5P-PVRIG2P-PILRB	red
FAM150B	blue
CYAT1 /// IGLC1 /// IGLV1-44	salmon
DIRC2	yellow
LGR5	yellow
MUC3A /// MUC3B	brown
KCTD6	turquoise
EZR	turquoise
LINC00526	brown
SLC25A12	yellow
LINC01351	brown
DDX58	cyan
LOC102725271 /// NTM	blue
LAMA5	blue
RHOF	green
PMM1	brown
SNRPD1	turquoise
GZMH	blue
SFTA2	grey
MAP7D2	brown
ADK	turquoise
NEU4	greenyellow
BMS1P6	red
SUPV3L1	turquoise
SRGAP2B /// SRGAP2C /// SRGAP2C	blue
DDT /// DDTL	midnightblue
MIPEP	yellow
ADAM10	turquoise
UNG	yellow
ENC1	yellow
BUB1B	turquoise
PPP1R36	grey
RP5-1136G13.2	turquoise
THEMIS	grey
FTL	brown
SRP54	turquoise
EME1	turquoise
CASP6	grey
ID3	turquoise
RCN1	turquoise
MDFIC	blue
FEZ1	blue
NCAPH	turquoise
MALAT1	grey
NBEAL1	red
CYCS	yellow
USP54	yellow
GSPT1	yellow
HOXB6	yellow
LOC730101	brown
MIR29B2 /// MIR29C	turquoise
ZNF880	grey
SQLE	yellow
ACBD3	turquoise
ATP8B2	blue
CYP39A1	yellow
RAD54B	turquoise
SCOC	turquoise
GLT1D1	blue
PHOSPHO2	magenta
NCK2	brown
LAMB2	blue
PNP	turquoise
LOC101929549	magenta
PARP9	cyan
BCHE	blue
CTSLP8	blue
TGFB1	blue
TYMP	blue
FBXO34	yellow
KIAA1324	tan
DPP10	turquoise
CCDC25	brown
IFI35	cyan
LRRC32	blue
TMEM65	yellow
MRPL13	turquoise
NRIP1	magenta
DNAJA1	blue
SIRPA	blue
FBXW11	turquoise
KLHL15	turquoise
ELF3	yellow
LOC100131262	green
PLCD3	yellow
SLC31A1	brown
HABP2	brown
STON1	blue
MSL2	turquoise
NCKAP1L	purple
CDKN3	turquoise
PRR5L	yellow
UNC93A	brown
PDE3B	yellow
LIAS	turquoise
GXYLT2	blue
DTL	turquoise
SNRPF	turquoise
ATP1A1	brown
KIFAP3	turquoise
M6PR	turquoise
LOC727916	yellow
C4orf46	turquoise
S100G	brown
NEURL3	brown
MMP2	blue
OSBPL1A	brown
PNPT1	turquoise
AF001548.5	black
FAM174A	turquoise
BLVRB	brown
NCKAP1	grey
SLC16A2	brown
MAP4K4	blue
ZNF57	magenta
LY6E	blue
RABGGTB	turquoise
NUDT19	turquoise
SCUBE2	grey
CEP76	turquoise
LOC102725198 /// RASA4 /// RASA4B /// RASA4CP	brown
NID1	blue
GTSF1	pink
TESK2	black
HADHA	brown
EHD1	blue
SLC38A5	turquoise
HIST1H2AC	greenyellow
ST3GAL5	purple
ANKS4B	greenyellow
FH	turquoise
KIF18A	turquoise
APOBEC3F /// APOBEC3G	blue
SFR1	turquoise
LOC441666	red
MGAT4B	black
SLCO2A1	yellow
BBS7	turquoise
APOD	pink
AZIN1	brown
RCC1	turquoise
TBCE	turquoise
ABCA4	brown
MLLT4-AS1	red
LOC102723645	grey
ZNF823	turquoise
TINAG	magenta
PPAP2A	yellow
RP11-568N6.1	grey
DAB2	red
FCGBP	magenta
GTF2H2B	red
NAF1	turquoise
UBE2E1	yellow
ABO	black
SULT1B1	brown
PSMB8	cyan
BMS1P5	red
SIRT1	turquoise
NSUN2	turquoise
FOXA3	grey
ANGPT2	blue
PRKAR1A	turquoise
CA11	brown
ABCD1	black
DEPDC1	turquoise
IFI27	turquoise
PDE3A	turquoise
MGC24103	red
AK021804	blue
S100A3	blue
DNAJC22	brown
LXN	turquoise
HOXA11-AS	yellow
HIGD1A	yellow
RP3-522P13.2	turquoise
HAS1	blue
C19orf33	yellow
PSMB5	turquoise
LOC283278 /// PLEKHA7	greenyellow
ZNF146	turquoise
LINC00936	blue
CCND2	turquoise
COLCA2	magenta
MYZAP	brown
LILRA5	blue
EIF3J	turquoise
XAF1	cyan
RP11-164P12.4	yellow
PAPSS1	blue
ZNF644	turquoise
CEBPD	green
CGN	black
LSR	grey60
MARVELD3	magenta
MZT1	turquoise
FAM221A	greenyellow
S100A14	turquoise
GFPT1	turquoise
GPR176	blue
USH1C	brown
LINC00540	pink
CDC20	turquoise
C7orf55 /// C7orf55-LUC7L2 /// LUC7L2	turquoise
LOC102724156	magenta
CERK	brown
ATG4D	black
CALHM2	blue
MPST	black
ARRDC4	grey
MCM3	turquoise
HTR1D	brown
PHB	yellow
SBSN	blue
LDB2	blue
TOR1B	yellow
CIRH1A	turquoise
AC068039.4	red
YWHAE	turquoise
ANKRD37	turquoise
AC007389.3	grey
TCF15	tan
SLC45A4	green
BET1	midnightblue
EVL	purple
FRG1 /// FRG1B /// LOC100134091 /// LOC100289097 /// LOC101930278 /// LOC101930531 /// LOC102724923	grey
PTER	red
SH3GL3	red
MRPS17	turquoise
PAG1	grey
SLC35B1	brown
DNAJB11	turquoise
SPNS3	brown
TAGLN2	turquoise
LIMS1 /// LIMS3 /// LIMS3L	blue
CHIT1	grey
NUP35	turquoise
TSC22D3	blue
FGD5	brown
UGP2	yellow
PF4V1	blue
ORMDL3	midnightblue
PRSS12	yellow
SLC22A15	blue
HBD	grey
PGM2L1	yellow
KDELR3	green
TPST2	salmon
SMA4	red
GUSBP3 /// SMA4 /// SMA5	blue
CBX1	turquoise
CEBPA	black
COL17A1	grey60
BEX1	brown
MALL	tan
BLOC1S1-RDH5 /// RDH5	brown
MNX1	magenta
SYBU	grey
SNHG17 /// SNORA71B	grey
LOC101927934	yellow
CREM	blue
CHST2	blue
CXorf21	blue
CLK1	grey
IL21R	purple
MLN	brown
TMEM243	turquoise
LINC00339	blue
AK3	brown
C11orf73	turquoise
C10orf54	brown
CHAC1	green
LIN52	brown
S100A11P1 /// S100A11P1	green
DARS	turquoise
ADAM1A /// ADAM1A	magenta
ACN9	turquoise
SNAPC1	blue
CDK8	midnightblue
LOC100288778 /// LOC101930154 /// LOC102723897 /// MIR6859-1 /// MIR6859-2 /// WASH1 /// WASH2P /// WASH3P /// WASH7P	red
PSMC6	turquoise
MRAP2	grey
PLEKHH1	greenyellow
HSPE1-MOB4 /// MOB4	turquoise
FRMD3	grey
RP1-170O19.14	yellow
DGKZ	brown
RP11-440I14.2	grey
LOC100505592	green
PANK3	magenta
HOMER1	blue
DOCK11	purple
AGO2	yellow
KLHL32	brown
SEMA5A	magenta
NMI	cyan
FOXA2	yellow
GRHL2	yellow
FAM109A	brown
C14orf142	turquoise
SUCO	brown
TCTEX1D2	turquoise
SIPA1L2	yellow
SCCPDH	brown
HMGB3	turquoise
FOXD2	yellow
HNRNPF	turquoise
SLC36A4	green
ERVK3-1 /// ZNF8	turquoise
PXMP2	magenta
LOC102724257 /// TMC5	magenta
MTHFD2	turquoise
SFRP1	grey
ZNF432	turquoise
SS18	turquoise
DCK	turquoise
ETFB	brown
TMTC2	yellow
MIR210HG	yellow
ITIH5	blue
MSN	blue
PYY2	pink
MTERF3	turquoise
ZSWIM5	magenta
POLE2	turquoise
THOC6	turquoise
SLC20A2	turquoise
TBC1D32	brown
GRB10	brown
LOC643733	turquoise
IPO11 /// IPO11-LRRC70	blue
GGT6	magenta
RP11-532F12.5	black
DCAF11	brown
LOC100289097 /// LOC642236	brown
ATG16L2	blue
CSF2RA	blue
VILL	black
TEP1	red
RP11-792A8.4	yellow
DAPK2	brown
DNAJC10	turquoise
BAX	turquoise
POT1	turquoise
ZEB2	blue
SPINT1	black
SH3D21	brown
SRI	yellow
OMA1	yellow
SLC44A3	turquoise
MAP2K1	green
ZNRF3	grey
IFRD1	turquoise
PPP1R14D	magenta
SLC28A3	grey
FOLR1	grey
ZNF83	blue
TPH1	grey
BMS1P20	salmon
NLRP3	blue
FAM73B	brown
TNFRSF10A	yellow
TSPAN15	turquoise
DHCR7	turquoise
SNHG16 /// SNORD1A /// SNORD1C	turquoise
PPAT	turquoise
KIAA0100	grey
PPP1R9A	yellow
A2M	blue
HIST1H2BE	turquoise
IFT80 /// TRIM59	red
EPS8L3	black
EEF1E1	turquoise
ROGDI	brown
TVP23B	turquoise
BC070363 /// RP11-108M9.4	turquoise
RFC5	turquoise
CMTR2	midnightblue
TTLL12	yellow
GAS5 /// SNORD44 /// SNORD47 /// SNORD74 /// SNORD76 /// SNORD77 /// SNORD79 /// SNORD80 /// SNORD81	turquoise
SEMA4D	purple
S100A10	yellow
AK057978 /// MKLN1	red
MS4A14	blue
WAC-AS1	red
C12orf57	yellow
IL2RB	brown
CALR	black
PLA2G16	brown
SDC4	grey
GGCT	turquoise
PPP3R1	turquoise
NT5C3B	turquoise
CHMP4B	turquoise
WDYHV1	yellow
VSIG4	grey
CBFB	blue
GOLT1B	turquoise
LOC727820	red
KDM7A	yellow
GNG12	greenyellow
NDP	blue
ADAM9	turquoise
PCNA	turquoise
DERA	brown
SLC25A43	midnightblue
SMYD3	blue
CD320	yellow
SPI1	blue
ACYP1	turquoise
WHAMMP2	pink
LTBP2	blue
FLJ16734	red
GLB1L2	yellow
MYO1G	blue
NRROS	blue
SEC61A1	turquoise
APPL2	black
MIS18A	turquoise
CMBL	magenta
XK	greenyellow
MREG	turquoise
NOTCH2	yellow
CD3G	purple
GRIN2D	pink
TOX3	turquoise
PNPLA4	magenta
ACP2	brown
ACKR3	turquoise
ACTBP9 /// ACTBP9	turquoise
GAPT	blue
RRN3	turquoise
SEPT6	purple
PRPF38B	lightcyan
ZNF281	blue
B3GNT6	grey
WFDC2	yellow
SPRTN	turquoise
MAGED4 /// MAGED4B /// SNORA11D /// SNORA11E	blue
KRT6A /// KRT6B /// KRT6C	blue
PVRL3	brown
CREB5 /// LOC401317	blue
CCNO	grey
LOC100507472 /// PCSK6	yellow
C6orf62	turquoise
GJA5	blue
SMIM6	yellow
NAPG	turquoise
INSL4	green
HIST1H2AD /// HIST1H3D	turquoise
EXOSC8	turquoise
TTC7B	blue
TMED4	brown
RAPGEFL1	black
GOLGA8N	grey
H19 /// MIR675	blue
PLEKHG1	turquoise
SLFN5	grey
H1FX	grey
CASD1	yellow
FAHD1	magenta
PAQR3	brown
FOPNL	turquoise
LINC00909	grey
GTF2H2 /// GTF2H2B /// GTF2H2C /// GTF2H2C_2	yellow
PDLIM2	brown
PITPNM3	yellow
TRMT61B	brown
PRELID2	magenta
GSR	tan
LOC102724250 /// NBPF1 /// NBPF10 /// NBPF11 /// NBPF12 /// NBPF14 /// NBPF15 /// NBPF26 /// NBPF8 /// NBPF9	red
SERPINB9P1	green
RFC2	turquoise
ACADVL	brown
CRADD	brown
HIST1H3E	greenyellow
EXTL2	turquoise
NADK2	turquoise
SMIM5	brown
UBXN8	turquoise
EPT1	brown
C15orf65	yellow
LOC100506076 /// LOC100506123	turquoise
DENND1C	blue
DONSON	turquoise
CTSS	turquoise
HK3	blue
RP5-930J4.4	turquoise
C1orf105	black
RASD1	grey
DAZAP2 /// LOC102723983	yellow
NEK3	turquoise
ELL2	turquoise
TRMT6	turquoise
STK39	turquoise
FAM83F	black
HSPBAP1	blue
GRINA	grey
GLRX	brown
ZNF439	grey
WISP3	grey
BDKRB1	yellow
CKS2	turquoise
C1orf177	greenyellow
SPATC1L	turquoise
LGMN	turquoise
ARHGEF1	red
BAZ1A	blue
GADD45A	turquoise
DBP	brown
CTTNBP2	grey
NSF	red
DHRS3	brown
RGL4	blue
CES1 /// LOC100653057	brown
ARHGAP30	purple
CRIM1 /// LOC101929500	turquoise
SCYL2	turquoise
SWAP70	salmon
MICAL1	brown
ZNF266	red
AKR1C4	brown
HOTAIRM1	grey
CYP7B1	blue
LINC01137	brown
GABARAPL1 /// GABARAPL3	brown
GYPC	blue
NKX2-2	grey
RAB25	yellow
CD46	turquoise
TOR1AIP2	brown
IL23A	turquoise
SEC61G	turquoise
CYFIP2	purple
GJB5	grey
PAQR8	yellow
IMPDH2	turquoise
FLI1	purple
TMEM38B	turquoise
GPER1	yellow
FGD4	greenyellow
WWTR1	blue
PPDPF	pink
FZD10	blue
OSBPL3	grey
NOL11	turquoise
ALKBH6	green
MOV10	tan
NCOA4	brown
EXOC8	turquoise
CCDC47	turquoise
RHBDF2	blue
MIR6778 /// SHMT1	magenta
LRP12	yellow
SERTAD1	green
LRIF1	blue
RBM6	red
KLK12	grey
ATP6V1B2	brown
TRIM59	turquoise
SMAD7	brown
EIF4A2 /// MIR1248 /// SNORA4 /// SNORA63 /// SNORA81 /// SNORD2	turquoise
GAS2L3	yellow
MS4A6A	blue
DBF4	turquoise
LOC101060321 /// LOC101060351 /// LOC101060376 /// LOC101060389 /// LOC102723859 /// LOC102724862 /// TBC1D3 /// TBC1D3C /// TBC1D3F /// TBC1D3H	red
CHCHD10	black
USP32P2	yellow
TLDC2	brown
RPF2	turquoise
PLEK2	green
PDZD8	greenyellow
PDHB	yellow
COL5A3	blue
PDCL3 /// PDCL3P4	yellow
PTP4A1	turquoise
APOBEC3G	blue
CACNA2D1	blue
PSMD12	turquoise
SHROOM2	yellow
AXL	blue
PHACTR1	blue
NXF3	brown
DFFB	turquoise
NAA50	turquoise
ATG9A	brown
KIAA1919	brown
JPX	lightcyan
FOXM1	turquoise
DIAPH2	green
SLC18A1	green
TFF3	black
ULK3	brown
USP43	yellow
DACT1	blue
SSR3	turquoise
ASAP3	yellow
B3GALT2	brown
MITD1	turquoise
SEP15	turquoise
CCL14 /// CCL15-CCL14	brown
FERMT3	purple
CTAGE4 /// CTAGE8 /// CTAGE9	magenta
RP11-769O8.3	magenta
C12orf29	turquoise
RBP7	blue
YAP1	midnightblue
ZNF703	red
TFDP2	brown
CTC-425F1.4	turquoise
MXRA8	blue
METRNL	yellow
DCTPP1	yellow
AKAP9	magenta
ENKUR	brown
LOC101927609	yellow
ZBTB1	turquoise
ZMYM6 /// ZMYM6NB	turquoise
RNF144B	blue
DIS3L	grey
DAB2 /// LOC101926921	blue
EPAS1	blue
AP1S3	turquoise
IL2RA	blue
LAMP1	midnightblue
IFIT5	cyan
DHRS4 /// DHRS4L2	brown
KISS1R	blue
